id,artist_name,caption,url,description
1040,"Howitt, Samuel",Hercules beetle.,https://www.oldbookillustrations.com/illustrations/hercules-beetle/,"Plate showing a male Hercules beetle (Dynastes hercules), a tropical insect in the Scarabaeidae family. Hercules beetles are nocturnal and feed on fruit. "
1041,"Ospovat, Henry","So is it not with me as with that Muse,
Stirred by a painted beauty to his verse.",https://www.oldbookillustrations.com/illustrations/that-muse/,"A woman with her chest bared is sitting at her dressing table, smiling as she looks at herself in the mirror and holds a burning letter in her hand."
1042,"Ospovat, Henry",All these I better in one general best.,https://www.oldbookillustrations.com/illustrations/one-general-best/,A woman is sitting under a tree as a man kneeling beside her kisses her hand.
1043,"Ospovat, Henry","When I consider every thing that grows
Holds in perfection but a little moment.",https://www.oldbookillustrations.com/illustrations/little-moment/,A man in fifteenth-century costume looks thoughtfully at a rosebush.
1044,"Ospovat, Henry",For never-resting Time leads Summer on.,https://www.oldbookillustrations.com/illustrations/time-leads-summer/,"A winged and bearded man wearing a hooded cloak has his arm around the waist of a young woman to move her along as she is still looking behind, waving goodbye."
1045,"Howitt, Samuel",African scorpion.,https://www.oldbookillustrations.com/illustrations/giant-forest-scorpion/,"Plate showing a scorpion, an arachnid in the family Scorpionidae, on a patch of moss or grass.
Scorpio afer, the scientific name this scorpion was given by Linnaeus, is what is called a nomen dubium, a dubious name, as to this day it seems difficult to determine which species it refers to. Heterometrus cyaneus, Heterometrus indus, and Pandinus imperator appear to be the most likely candidates."
1046,"Ospovat, Henry","Rise, resty Muse, my love's sweet face survey.",https://www.oldbookillustrations.com/illustrations/resty-muse/,"A woman is sitting at an organ, holding a wreath in one hand while the other touches lightly on the keys as her pensive gaze wanders to the side. Behind her stands a winged figure.  "
1047,"Ospovat, Henry","Opening headpiece of ""Shakespeare's Sonnets"".",https://www.oldbookillustrations.com/illustrations/shakespeares-sonnets-headpiece/,Opening headpiece of Shakespeare’s Sonnets showing a scroll bearing the book title and the oval portrait of a woman in an ornate frame with a winged figure.
1048,"Daubigny, Charles-François, Töpffer, Rodolphe",Walk to the Gemmi Pass.,https://www.oldbookillustrations.com/illustrations/walk-gemmi-pass/,"Hikers can be seen on a rocky mountain path, heading to the summit which towers high above them.
The caption reads in the original French: Montée de la Gemmi.
This illustration was originally sketched by Rodolphe Töpffer around 1832 and later re-drawn on wood by Charles-François Daubigny. This workflow is typical of most of the illustrations for this book, with other artists specialized in landscape drawing, such as Karl Girardet or François-Louis Français also contributing. Töpffer’s failing eyesight made it necessary, as it didn’t allow him at this time to go through the more detailed and minute work of making a woodblock ready for engraving.
The correspondence between Dubochet, his publisher and cousin, and Töpffer suggests this latter was satisfied with the result.
Dated June 13, 1843:
… With a few exceptions, I find that your landscape prints engraved over there on wood from my autographied* sketches are lovely and do me honor, much more so than would poorer engraving from drawings on wood by me, be those drawings better than the sketches.
(… A une ou deux exceptions près, je trouve que vos gravures de paysage tracées là-bas sur le bois d’après mes croquis autographiés sont charmantes en sorte qu’elle me font bien plus d’honneur que me ferait une gravure moins bonne d’après un dessin sur bois de moi, fût-il meilleur que le croquis.)
* Autography is a particular lithographic process elaborated by Töpffer.
Quoted in Kaenel, Philippe. Le métier d’illustrateur. Geneva: Droz, 2003, p. 263.
Translation ours. Hide quote"
1049,"Himely, Sigismond, Töpffer, Rodolphe","Source of the Arveyron, Glacier des Bois.",https://www.oldbookillustrations.com/illustrations/source-arveyron/,"Alpine landscape showing rocks, ice sheets, a jagged glacier and spiky mountain peaks as a stream in the foreground flows toward the viewer.
The caption reads in the original French: Source de l’Arveyron, glacier des Bois.
This illustration was originally sketched by Rodolphe Töpffer around 1832 and later re-drawn on wood by Sigismond Himely. This workflow is typical of most of the illustrations for this book, with other artists specialized in landscape drawing, such as Karl Girardet or Charles-François Daubigny also contributing. Töpffer’s failing eyesight made it necessary, as it didn’t allow him at this time to go through the more detailed and minute work of making a woodblock ready for engraving.
The correspondence between Dubochet, his publisher and cousin, and Töpffer suggests this latter was satisfied with the result.
Dated June 13, 1843:
… With a few exceptions, I find that your landscape prints engraved over there on wood from my autographied* sketches are lovely and do me honor, much more so than would poorer engraving from drawings on wood by me, be those drawings better than the sketches.
(… A une ou deux exceptions près, je trouve que vos gravures de paysage tracées là-bas sur le bois d’après mes croquis autographiés sont charmantes en sorte qu’elle me font bien plus d’honneur que me ferait une gravure moins bonne d’après un dessin sur bois de moi, fût-il meilleur que le croquis.)
* Autography is a particular lithographic process elaborated by Töpffer.
Quoted in Kaenel, Philippe. Le métier d’illustrateur. Geneva: Droz, 2003, p. 263.
Translation ours. Hide quote"
1050,"Anderson, Percy",The Seville Orange.,https://www.oldbookillustrations.com/illustrations/seville-orange/,A woman stands holding out a fan as her wreath and orange dress are decorated with bunches of oranges.
1051,"Howitt, Samuel",1. Flying gurnard; 2. Beaked angler; 3. Porcupine diodon; 4. Hare-mouthed globe fish; 5. Triangular trunk fish.,https://www.oldbookillustrations.com/illustrations/fishes/,"Depiction of a flying gurnard (Dactylopterus volitans) among other fishes in the families Lophiidae, Diodontidae, Tetraodontidae, and Ostraciidae. "
1052,"Howitt, Samuel",Cameleopard.,https://www.oldbookillustrations.com/illustrations/giraffe-savannah/,A giraffe (Giraffa camelopardalis) is seen from the side in the savannah. The giraffe is a mammal in the family Giraffidae which comprises nine subspecies.
1053,"Anderson, Percy",Varieties of the hennin.,https://www.oldbookillustrations.com/illustrations/varieties-hennin/,Three women dressed in the medieval fashion are wearing different—and flamboyant—kinds of hennins.
1054,"Girardet, Karl, Töpffer, Rodolphe","Leper's Tower, near Aosta.",https://www.oldbookillustrations.com/illustrations/lepers-tower-aosta/,"View of an alpine landscape with tall mountain peaks, steep slopes, and a building enclosed by a wall and topped with a damaged tower.
The caption reads in the original French: La tour du lépreux, près d’Aoste.
This illustration was originally sketched by Rodolphe Töpffer around 1832 and later re-drawn on wood by Karl Girardet. This workflow is typical of most of the illustrations for this book, with other artists specialized in landscape drawing, such as Charles-François Daubigny or François-Louis Français, sometimes taking over from Girardet. Töpffer’s failing eyesight made it necessary, as it didn’t allow him at this time to go through the more detailed and minute work of making a woodblock ready for engraving.
The correspondence between Dubochet, his publisher and cousin, and Töpffer suggests this latter was satisfied with the result.
Dated June 13, 1843:
… With a few exceptions, I find that your landscape prints engraved over there on wood from my autographied* sketches are lovely and do me honor, much more so than would poorer engraving from drawings on wood by me, be those drawings better than the sketches.
(… A une ou deux exceptions près, je trouve que vos gravures de paysage tracées là-bas sur le bois d’après mes croquis autographiés sont charmantes en sorte qu’elle me font bien plus d’honneur que me ferait une gravure moins bonne d’après un dessin sur bois de moi, fût-il meilleur que le croquis.)
* Autography is a particular lithographic process elaborated by Töpffer.
Quoted in Kaenel, Philippe. Le métier d’illustrateur. Geneva: Droz, 2003, p. 263.
(Translation ours)
Hide quote"
1055,"Anderson, Percy",German student in the fourteenth century.,https://www.oldbookillustrations.com/illustrations/german-student/,A man wearing stylish fourteenth-century clothes and a spectacular headdress sits facing the viewer with one fist resting on his thigh.
1056,"Calame, Alexandre, Daubigny, Charles-François",Aosta Valley.,https://www.oldbookillustrations.com/illustrations/aosta-valley/,"View of the Aosta valley, probably in the Verrès area, with two travelers resting on the side of a road, a clump of tree in the middle of the picture, and tall mountains in the background. Drawn on wood by Charles-François Daubigny, after Alexandre Calame.
The caption reads in the original French: Verrèze, val d’Aoste."
1057,"Howitt, Samuel",Pigmy lemur.,https://www.oldbookillustrations.com/illustrations/pygmy-mouse-lemur/,"A Pygmy mouse lemur (Microcebus myoxinus) can be seen on a branch holding a fruit and looking at the viewer. The pygmy mouse lemur is a nocturnal primate in the family Cheirogaleidae, native to Madagascar."
1058,"Howitt, Samuel",1. Hammerhead shark; 2. Bony scaled pike.,https://www.oldbookillustrations.com/illustrations/hammerhead-shark/,"Plate showing a hammerhead shark and a longnose gar (Lepisosteus osseus).
Hammerhead sharks are species of marine fish in the family Sphyrnidae. They mostly feed on other fish, octopuses, and crustaceans.
The longnose gar is a fish in the family Lepisosteidae, most often found in freshwater. It feeds on smaller fish, insects, and crustaceans."
1059,"Girardet, Karl",Milan Cathedral.,https://www.oldbookillustrations.com/illustrations/milan-cathedral/,"View of the west front of the Milan Cathedral and the square, busy with pedestrians, horses and carriages.
The caption reads in the original French: La cathédrale de Milan."
1060,"Anderson, Percy",An Egyptian dancer.,https://www.oldbookillustrations.com/illustrations/egyptian-dancer/,A woman in oriental dress and wreathed in red flowers stands leaning her head on her hand.
1061,"Vallotton, Félix",The execution.,https://www.oldbookillustrations.com/illustrations/execution/,"At night, a man with light falling on his blank face is pushed by two others toward an off-frame guillotine as mounted policemen line the background.
The caption reads in the original French: L’exécution."
1062,"Vallotton, Félix",The anarchist.,https://www.oldbookillustrations.com/illustrations/anarchist/,"Street scene showing policemen jumping on a man who reaches into pocket as soldiers and passers-by watch in the background.
The caption reads in the original French: L’anarchiste."
1063,"Vallotton, Félix",Laziness.,https://www.oldbookillustrations.com/illustrations/laziness/,"A woman is seen from above lying naked on her bed and nonchalantly playing with a cat.
The caption reads in the original French: La paresse."
1064,"Vallotton, Félix",The shower.,https://www.oldbookillustrations.com/illustrations/shower/,"Cityscape showing a busy street with pedestrians caught in the rain bustling about with their umbrellas.
The caption reads in the original French: L’averse."
1065,"Anderson, Percy",In ancient Greece.,https://www.oldbookillustrations.com/illustrations/ancient-greece/,A woman stands against a strongly contrasted background wearing a dress in the ancient Greek fashion.
1066,"Vallotton, Félix",A tight spot.,https://www.oldbookillustrations.com/illustrations/tight-spot/,"Undertaker’s assistants are seen carrying a coffin down a flight of stairs.
The caption reads in the original French: Le mauvais pas."
1067,"Ricketts, Charles S.",The two old kings.,https://www.oldbookillustrations.com/illustrations/old-kings/,"Two kings with long beards are wearing their crowns and sitting opposite each other at a small table, looking weary and forlorn, as a tall glass wreathed in laurel stands between them and the window at the back opens out to a coastal landscape."
1068,"Ricketts, Charles S.",The prodigal.,https://www.oldbookillustrations.com/illustrations/prodigal/,"A swineherd is kneeling in a farmyard, beside a trough from which two piglets are eating as the head of a sleeping adult pig can bee seen in the foreground.  "
1069,"Anderson, Percy",The queen of Richard II.,https://www.oldbookillustrations.com/illustrations/queen-richard-ii/,A queen in ceremonial fourteenth-century dress walks up a flight of stairs.
1070,"Scott, William Bell",Bookplate by W. B. Scott.,https://www.oldbookillustrations.com/illustrations/warren-bookplate/,"A twig of bramble bearing blackberries lies on a table across sheets of handwritten papers and sketches above which a sculpted caryatid, part of a coin cabinet, seems to be rising while bookshelves can be seen in the background.
A note specifies that “this bookplate, designed and engraved by William Bell Scott, was a gift to the writer.” "
1071,"Ricketts, Charles S.",The knight in the wood.,https://www.oldbookillustrations.com/illustrations/knight-wood/,A knight in armor walks beside his horse with his lance in his hand as he reaches a river bank and discovers a half-sunk rowboat.
1072,"Vallotton, Félix",The demonstration.,https://www.oldbookillustrations.com/illustrations/demonstration/,"A crowd caught in a broad street is dispersing in a panic and rushing away as though threatened by a great danger.
The caption reads in the original French: La manifestation."
1073,"Laurens, Jules",Outskirts of Rome.,https://www.oldbookillustrations.com/illustrations/outskirts-rome/,"Oblique view of a gate and dilapidated wall along a road.
The caption reads in the original French: Banlieue romaine."
1074,"Laurens, Jules",Fishing station on the shores of the Black Sea.,https://www.oldbookillustrations.com/illustrations/fishing-station/,"View of two rickety stilt fishing huts rising high above the waters.
The caption reads in the original French: Établissement de pêche au bord de la mer Noire."
1075,"Ricketts, Charles S.",Nimrod.,https://www.oldbookillustrations.com/illustrations/nimrod/,A man wearing a long tunic (a coat of mail?) stands with a broken spear and a hand on his shield while the Tower of Babel is on fire in the background.
1076,"Laurens, Jules",Wild ducks.,https://www.oldbookillustrations.com/illustrations/wild-ducks/,"Ducks are seen from a low point of view going about a pond surrounded by rushes.
The caption reads in the original French: Canards sauvages."
1077,"Laurens, Jules","Trabzon—the lazaretto (April 17, 1849).",https://www.oldbookillustrations.com/illustrations/trabzon-lazaretto/,"View of a coastal landscape showing a tall, compound building in the foreground, a cove surrounded by a city a little further behind, and mountains in the distance.
The caption reads in the original French: Trébizonde — la quarantaine (17 avril 1849)."
1078,"Ricketts, Charles S.",The defeat of Glory.,https://www.oldbookillustrations.com/illustrations/defeat-glory/,"A woman in a hooded cloak sits on a bed where a wounded man lies with the sheets drawn up to his chin, and picks the leaves off a laurel wreath as a reclining warrior can be seen dying at the edge of the picture."
1079,"Laurens, Jules",Original lithograph for a meeting of la Cigale in honor of Jean Aicard and Ange-Marie Auzende.,https://www.oldbookillustrations.com/illustrations/la-cigale/,"A nymph makes her way through high weeds towards a satyr playing the flute in a coastal landscape showing rocks and steep slopes, topped by a flying cicada.
This lithograph was created for a meeting of la Cigale (the cicada), an association which brought together artists and writers native of southern France who had come to live in Paris.
The caption reads in the original French: Lithographie originale pour une réunion de la Cigale en l’honneur d’aicard et d’Auzende."
1080,"Rackham, Arthur",The huntress Dian.,https://www.oldbookillustrations.com/illustrations/huntress-dian/,A woman with her chest bared is seen from the side standing upright and holding a bow and arrow at the ready to her side while a crouching leopard licks her feet.
1081,"Rackham, Arthur","… As Daphne was,
Root-bound, that fled Apollo.",https://www.oldbookillustrations.com/illustrations/daphne-root-bound/,Daphne is seen metamorphosing into a laurel tree with a whirling motion which pulls on her tunic and has her hair ruffled and fanned about her as she turns around with one arm stretched upward.
1082,"Rackham, Arthur","Sabrina rises, attended by water-nymphs.",https://www.oldbookillustrations.com/illustrations/sabrina-rises/,"A young woman has come out of the water and moves forward on a narrow strip of land, majestically holding the sides of her dress as a group of girls bears her train and child-like forerunners armed with bulrushes open the way."
1083,"Rackham, Arthur",The flowery-kirtl’d naiades.,https://www.oldbookillustrations.com/illustrations/naiades/,Three young women are sitting on a river bank surrounded by rushes.
1084,"Decamps, Alexandre-Gabriel",The way to Toulon.,https://www.oldbookillustrations.com/illustrations/way-toulon/,"Two monkeys in uniform mounted on dogs escort a prisoner walking in front of them with his hands tied behind his back. The Bagne of Toulon was a famous French  prison.
The caption reads in the original French: Le chemin de Toulon."
1085,"Rhead, Louis",Morgiana poured into each jar sufficient boiling oil to scold the robbers to death.,https://www.oldbookillustrations.com/illustrations/morgiana-boiling-oil/,A woman resolutely pours boiling oil from a large jug into a jar from which a pair of hands can be seen reaching out and clutching at the brim.
1086,"Rackham, Arthur","And they, so perfect in their misery,
Not once perceive their foul disfigurement,
But boast themselves more comely than before",https://www.oldbookillustrations.com/illustrations/foul-disfigurement/,"Hideous and monstrous creatures—some with horns or pig’s snout, some in dressy outfits—revel in looking at themselves in a hand mirror as dead birds can be seen on the table before them."
1087,"Rackham, Arthur","… The stars
That nature hung in heav'n, and fill’d their lamps
With everlasting oil, to give due light
To the misled and lonely travailer.",https://www.oldbookillustrations.com/illustrations/lonely-traveler/,"A man walking with a stick is silhouetted against a wide starry sky as he reaches the top of a hill dotted with sinuous, slender trees."
1088,"Rackham, Arthur","Tailpiece for the scene titled ""The Attendant Spirit Descends or Enters.""",https://www.oldbookillustrations.com/illustrations/satyr-rams-head/,A young and smiling satyr carries a ram’s head in his outstretched hands. This design is the tailpiece for the first scene.
1089,"Grandville, J.-J.",The earthen pot and the iron pot.,https://www.oldbookillustrations.com/illustrations/earthen-iron-pot/,"As an earthen and an iron pot walk abreast on a country road, the iron pot elbows the earthen pot aside.
The caption reads in the original French: Le pot de terre et le pot de fer."
1090,"Grandville, J.-J.",The two bulls and the frog.,https://www.oldbookillustrations.com/illustrations/bulls-frog/,"A frog standing in the middle of a stream talks vehemently to another sitting and smoking a pipe on the bank while in the background, two bulls are rearing up, ready to fight each other.
The caption reads in the original French: Les deux taureaux et la grenouille."
1091,"Grandville, J.-J.",The rat retired from the world.,https://www.oldbookillustrations.com/illustrations/rat-retired/,"Two rats equipped with hats and staffs have come to beg for alms to a another rat who has made his home in a Holland cheese and makes excuses to send them away empty-handed.
The caption reads in the original French: Le rat qui s’est retiré du monde."
1092,"Grandville, J.-J.",The heron.—The maid.,https://www.oldbookillustrations.com/illustrations/heron/,"A heron wearing glasses stands on the bank of a pond and looks down at two fish poking their heads out of the water, while behind, a middle-aged couple can be seen strolling by.
The caption reads in the original French: Le héron. — La fille."
1093,"Tofani, Oswaldo","Let's go, lead the way... Let's get out of here.",https://www.oldbookillustrations.com/illustrations/lets-go/,"A blind man in a hat and tattered cloak takes the hand of a young boy to be led away from a room where other people are eating.
The caption reads in the original French: Allons-nous-en… conduis-moi… sortons d’ici."
1094,"Tofani, Oswaldo",The door suddenly closed.,https://www.oldbookillustrations.com/illustrations/door-closed-suddenly/,"A woman is about to shut the door of a garret, which has been left ajar, as a man can be seen looking in from the other side.
The caption reads in the original French: La porte se referma brusquement. "
1095,"Grandville, J.-J.","The cat, the weasel, and the young rabbit.",https://www.oldbookillustrations.com/illustrations/cat-weasel-rabbit/,"A cat sitting in a stately armchair receives with a cunning smile the visit of a weasel and a rabbit.
The caption reads in the original French: Le chat, la belette et le petit lapin."
1096,"Grandville, J.-J.",The grasshopper and the ant.,https://www.oldbookillustrations.com/illustrations/grasshopper-ant/,"An anthropomorphous grasshopper stands in a winter landscape carrying a guitar and talking to an ant seen from behind and leaning on the wall of her house.
The caption reads in the original French: La cigale et la fourmi."
1097,"Rhead, Louis",Sheherazade relating her first story to the sultan.,https://www.oldbookillustrations.com/illustrations/sheherazade-sultan/,"A man in oriental dress is lying on a low couch, listening to a woman sitting on a cushion on the floor while another fans him and a lamp shines brightly above them. "
1098,"Rhead, Louis","He was still on his knees when he saw a genie appear, white with age, and of enormous stature.",https://www.oldbookillustrations.com/illustrations/saw-genie-appear/,A man is kneeling before the gigantic figure of a genie wielding a scimitar in the process of materializing from a cloud of smoke.
1099,"Vallotton, Félix",Poker.,https://www.oldbookillustrations.com/illustrations/poker/,"Five card players are sitting in a dark room around a table lit by two candelabras.
The caption reads in the original French: Le poker."
1100,"Rhead, Louis","Kindling a large fire, he roasted him, and ate him for his supper.",https://www.oldbookillustrations.com/illustrations/kindling-large-fire/,"A one-eyed monster with large ears, claws, and fangs smiles as he sits in front of a fire and holds a spit on which a man is roasting."
1101,"Vallotton, Félix",Murder.,https://www.oldbookillustrations.com/illustrations/murder/,"A person lying in bed is being stabbed by a man whose head is hidden by the bedhead.
The caption reads in the original French: L’assassinat."
1102,"Vallotton, Félix",Suicide.,https://www.oldbookillustrations.com/illustrations/suicide/,"The face of a woman can be seen floating among swirls and splashes of water as a man in a little boat comes to her rescue with a boat hook and onlookers have gathered against the bridge parapet above.
The caption reads in the original French: Le suicide."
1103,"Rhead, Louis",The largest elephant twisted his trunk round the tree and tore it up by the roots.,https://www.oldbookillustrations.com/illustrations/elephant-tore-tree/,An elephant uses its trunk to uproot a tree in which a man was hiding.
1104,"Vallotton, Félix",Little girls.,https://www.oldbookillustrations.com/illustrations/little-girls/,A group of young girls is seen in the street chatting or looking at the viewer.
1105,"Vallotton, Félix",Paris crowd.,https://www.oldbookillustrations.com/illustrations/paris-crowd/,"A dense crowd of mixed faces is seen slightly from above being contained and herded by a street policeman.
The caption reads in the original French: Une foule à Paris."
1106,"Rhead, Louis",I should certainly have perished but for her aid.,https://www.oldbookillustrations.com/illustrations/her-aid/,A man who has been thrown off a boat into the sea is rescued by a fairy.
1107,"Vallotton, Félix",The stranger.,https://www.oldbookillustrations.com/illustrations/stranger/,"In a crowded public hall or reception room, two women with their arms interlocked exchange glances with a man in a top hat as they walk past him.
The caption reads in the original French: L’étranger."
1108,"Rhead, Louis","At the appearance of this huge monster, the fisherman wished to run away.",https://www.oldbookillustrations.com/illustrations/huge-monster/,A man standing on the seashore with a knife in his hand looks in astonishment as a hideous creature materializes in the smoke rising from a jar.
1109,"Nanteuil, Célestin","She's surrounded with notaries, prosecutors, and lawyers.",https://www.oldbookillustrations.com/illustrations/discordia/,"An emaciated female figure with hands like claws holds a torch and sticks her tongue out while clutching a bunch of papers to her bosom. Opposite her, an angel smiles blandly while between the two, a crowd of tiny, half human creatures moves in line away from the viewer.
The caption reads in the French version: Elle est entourée de notaires, de procureurs et d’avocats."
1110,"Aldin, Cecil","They were made to gallop, to canter, to trot.",https://www.oldbookillustrations.com/illustrations/gallop-canter-trot/,"Two ducklings wearing riding caps are engaged in a fiery race, using puppies as steeds."
1111,"Aldin, Cecil","With elegant hats and up-to-date rackets, they did look a handsome pair!",https://www.oldbookillustrations.com/illustrations/handsome-pair/,Two dapper ducklings in boaters and striped jackets walk side by side carrying tennis rackets.
1112,"Nanteuil, Célestin",Orlando keeps going without realizing the animal is lifeless.,https://www.oldbookillustrations.com/illustrations/lifeless-horse/,"A naked man is seen from behind dragging a dead horse by its halter.
The caption reads in the French version: Roland poursuit sa course sans s’apercevoir que l’animal est privé de vie."
1113,"Aldin, Cecil","Nothing could scare the quacks, however.",https://www.oldbookillustrations.com/illustrations/scare-quacks/,A duckling whispers in a puppy’s ear as a second duckling tries to hear what is being said and another puppy pokes its head around a street corner at some distance.
1114,"Johannot, Tony",Ruggiero rescues Angelica about to be devoured by a monster.,https://www.oldbookillustrations.com/illustrations/ruggiero-angelica/,"Angelica is chained naked to a rock overhanging the sea, from which a monster emerges to devour her, as Ruggerio can be seen in the distance riding the hippogriff to come and rescue her.
The caption reads in the French version: Roger délivre Angélique qu’un monstre va dévorer."
1115,"Aldin, Cecil",Humpty and Dumpty had just been buying each a new hobble gown.,https://www.oldbookillustrations.com/illustrations/hobble-gown/,Two female bunnies wearing feathered hats and narrow-hem dresses are seen hopping on.
1116,Unknown,They see Bayard battling against an enormous bird.,https://www.oldbookillustrations.com/illustrations/battling-bird/,"A horse rears up in an attempt to defend itself against an enormous vulture-like bird circling above its head.
The caption reads in the French version: Ils aperçoivent Bayard aux prises avec un énorme oiseau."
1117,"Aldin, Cecil",Peter eagerly raced to let in Humpty and Dumpty.,https://www.oldbookillustrations.com/illustrations/humpty-and-dumpty/,A pig in a tailcoat and a white bow tie gives his arms to two female bunnies wearing orange dresses with flared skirts as he walks them in.
1118,"Aldin, Cecil","“Give me a leg up, Forager,” said Rags, “I want to see.”",https://www.oldbookillustrations.com/illustrations/leg-up/,A dog stands on its hind legs on another’s back in order to look through a window.
1119,"Nanteuil, Célestin",Historiated initial N with Death holding a scythe.,https://www.oldbookillustrations.com/illustrations/death-n/,Historiated N initial showing Death as a winged figure wearing a robe and standing on a moonlit battlefield with a scythe in hands.
1120,"Aldin, Cecil",So they filled the bath-tin till it was brimming.,https://www.oldbookillustrations.com/illustrations/bath-tin/,A bunny stands in a bathtub wearing a swimming suit while another pours water from a watering can.
1121,"Baron, Henri Charles Antoine",The hippogriff covered a great distance beyond the Pillars of Hercules.,https://www.oldbookillustrations.com/illustrations/suspended-mid-air/,"A knight in full armor and armed with a lance and a shield rides the hippogriff flying high in the sky.
The caption reads in the French version: L’hippogriffe a franchi un vaste espace au-delà des colonnes d’Hercule."
1122,"Burne-Jones, Edward Coley",Thus I longe in his clawes lay.,https://www.oldbookillustrations.com/illustrations/in-clawes-lay/,A large eagle carries a man in its claws and is about to lay him down on the ground.
1123,"Burne-Jones, Edward Coley","For, in the prison, ther he shal descende.",https://www.oldbookillustrations.com/illustrations/in-prison/,"Theseus has drawn his sword and proceeds cautiously inside the labyrinth, made of concentric stone circles, where he expects to meet the Minotaur. In his hand he holds the ball of Ariadne’s thread, which will allow him to find his way back."
1124,"Lepoittevin, Eugène (Eugène Poidevin)",Seascape.,https://www.oldbookillustrations.com/illustrations/cleaving-waves/,"Seascape showing from the side a small boat heavy with passengers cleaving the waves which heave its prow.
The caption reads in the original French: Marine."
1125,"Daubigny, Charles-François",Around Choisy-le-Roi.,https://www.oldbookillustrations.com/illustrations/choisy-le-roi/,"Landscape showing a river and lush riverbanks dotted with trees, where a man can be seen playing the bagpipe.
The caption reads in the original French: Environs de Choisy-le-Roi."
1126,"Burne-Jones, Edward Coley","So shoon the egles fethres brighte,
And somwhat dounward gan hit lighte.",https://www.oldbookillustrations.com/illustrations/jupiter-care/,"A man in a robe shuts a wooden double-door behind him and steps out into a barren, desert-like landscape where a large eagle comes landing close to him."
1127,"Burne-Jones, Edward Coley",But now of hope the calendes biginne.,https://www.oldbookillustrations.com/illustrations/troilus-criseyde/,"A woman stands in a garden, unseen by knights passing on horseback in the street, back from battle."
1128,"Díaz, Narcisse Virgilio",The letter.,https://www.oldbookillustrations.com/illustrations/letter/,"As three women are sitting at a tea table in a lush park, one of them starts opening a letter, prompting the curiosity of her two friends.
The caption reads in the original French: La lettre."
1129,"Dupré, Jules",Landscape.,https://www.oldbookillustrations.com/illustrations/landscape-pond-trees/,"View of a level landscape with a clump of high trees, a pond in the foreground, and a few scattered grazing cows.
The caption reads in the original French: Paysage."
1130,"Nanteuil, Célestin",The demon immediately drove the steed out among the waves.,https://www.oldbookillustrations.com/illustrations/horse-sea/,"A young woman rides sidesaddle a horse headed out to the open sea.
The caption reads in the French version: Aussitôt le démon entraîne au milieu des vagues le coursier."
1131,"Burne-Jones, Edward Coley",This Demophon com sailing in the see.,https://www.oldbookillustrations.com/illustrations/demophon-com/,"In a split scene divided by a slender pillar, Phyllis rescues Demophon, washed ashore after the sinking of his ship, and sees him sailing away again on his way to Greece. "
1132,"Burne-Jones, Edward Coley","And alle the serpents that she mighte have,
She putte hem in that grave.",https://www.oldbookillustrations.com/illustrations/alle-serpents/,"The body of a dead soldier lies at the back of a sepulcher. At the center of it, a dismayed queen descends into a pit out of which snakes are darting their heads and drops her crown."
1133,"Cruikshank, George",Oliver waited on by the Bow Street Runners.,https://www.oldbookillustrations.com/illustrations/bow-street-runners/,"A wounded boy is lying in bed, surrounded by a doctor, who is gesturing in his direction, two policemen, and a servant with a candlestick."
1134,"Cruikshank, George",Monks and the Jew.,https://www.oldbookillustrations.com/illustrations/monks-jew/,"A boy has fallen asleep at a writing table, unaware of the two menacing figures standing outside the window. "
1135,"Ellis, Edwin John",The university course. No III.,https://www.oldbookillustrations.com/illustrations/university-course-3/,"A horse is engaged in a boat race, pulling hard on the oars of his single scull as other horses cheer from the bank."
1136,"Ellis, Edwin John",The university course. No IV.,https://www.oldbookillustrations.com/illustrations/university-course-4/,"A horse is playing cricket, standing with his bat held high next to the wicket and ready to strike the ball coming at him."
1137,"Ellis, Edwin John",Free-hoof drawing examination.,https://www.oldbookillustrations.com/illustrations/free-hoof/,A horse in academic dress stands on its hind legs at an easel drawing a cart.
1138,"Decamps, Alexandre-Gabriel",Swineherd.,https://www.oldbookillustrations.com/illustrations/swineherd/,"A man wearing breeches and a cone-shaped hat is seen from behind sitting on a square stone as mountain peaks are visible in the distance.
The caption reads in the original French: Le gardeur de porcs."
1139,"Cruikshank, George",Mr. Bumble degraded in the eyes of the Paupers.,https://www.oldbookillustrations.com/illustrations/bumble-paupers/,"A woman vigorously lashes out at her husband, who seems taken aback and somewhat cowed, as the laundry workers busy around them look on the scene with surprise and glee.
A preparatory sketch for this illustration can be found on this page."
1140,"Féart, Adrien",The fine arts.,https://www.oldbookillustrations.com/illustrations/fine-arts/,"Decorative composition showing allegories of the fine arts set into an architectural structure with arabesque, putti, and mascarons. The featured fine arts include painting, architecture, sculpture, music, theater, as well as the more unusual engraving and science.
The caption reads in the original French: Les beaux-arts."
1141,"Ellis, Edwin John",Ripe at last.,https://www.oldbookillustrations.com/illustrations/ripe/,Two horses are sitting outside a house for a romantic date by moonlight as a cat roams the roof above their heads.
1142,"Ellis, Edwin John",The university course. No VII.,https://www.oldbookillustrations.com/illustrations/university-course-7/,A horse with a cue leans over a billiard table as other horses watch him play his shot.
1143,"Cruikshank, George",Oliver at Mrs. Maylie's door.,https://www.oldbookillustrations.com/illustrations/maylies-door/,"An exhausted boy is slumped against the pillar of a neoclassical portico, looking bashfully at the unwelcoming servants who have come to answer the door."
